Order,Family,Species,Occurrence,FishBase name,Name in Country,Size / Weight / Age,Short Description,Biology,Threat To Humans,IUCN Red List Status
Eupercaria/misc,Sciaenidae,Johnius dussumieri,native,Sin croaker,Cherukora,"Maturity: Lm 11.5, range 11 - 16.5 cm
Max length : 40.0 cm TL male/unsexed; (Ref. 30573); common length : 14.0 cm SL male/unsexed; (Ref. 13679)","Found in coastal waters. Enters estuaries (Ref. 4833). Feeds on invertebrates and small fishes (Ref. 30573). Marketed fresh, dried salted.",,,Not Evaluated
Eupercaria/misc,Sciaenidae,Johnius elongatus,native,Spindle croaker,,"Maturity: Lm ?  range ? - ? cm
Max length : 30.0 cm TL male/unsexed; (Ref. 3490); common length : 20.0 cm TL male/unsexed; (Ref. 3490)","Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 25-29; Anal spines: 2; Anal soft rays: 7. Snout swollen, projecting beyond the ventral mouth. Mental pores surrounded by thickened skin, produced into two short, irregular tags between the median and first lateral pores. Teeth differentiated into large and small upper jaw, those in the outer row close-set and enlarged, but not canine-like. Lower jaw teeth uniformly villiform. Sagitta with a tadpole-shaped impression, the ""tail"" of which is expanded and deepened as a hollow cone. Gillrakers short and narrow, 6 or 7 on lower limb of first arch. Second part of dorsal fin with 1 spine and 25-229 soft rays. Swim bladder hammer-shaped, with 13 or 14 pairs of arborescent appendages, the first branching in the head.",Occurs in coastal waters. Feeds on benthic worms and crustaceans. Marketed fresh and also dried salted.,  Harmless,  Data deficient (DD) ; Date assessed: 27 September 2018
Eupercaria/misc,Sciaenidae,Johnius glaucus,native,Pale spotfin croaker,,"Maturity: Lm 18.9  range ? - ? cm
Max length : 30.0 cm TL male/unsexed; (Ref. 3490); common length : 20.0 cm TL male/unsexed; (Ref. 3490)",Found in shallow muddy coastal waters. Marketed fresh and dried salted.,,,Not Evaluated
Eupercaria/misc,Sciaenidae,Johnius macropterus,native,Largefin croaker,Large-fined croaker,"Maturity: Lm ?  range ? - ? cm
Max length : 25.0 cm TL male/unsexed; (Ref. 3490); common length : 18.0 cm TL male/unsexed; (Ref. 3490)",Dorsal spines (total): 11; Dorsal soft rays (total): 29-34; Anal spines: 2; Anal soft rays: 7,Found in shallow coastal waters. Feeds on benthic worms and small crustaceans. Sold fresh and dried salted in markets.,  Harmless,  Least Concern (LC) ; Date assessed: 30 June 2016
Eupercaria/misc,Sciaenidae,Johnius macrorhynus,native,Big-snout croaker,Dhoma,"Maturity: Lm ?  range ? - ? cm
Max length : 30.0 cm SL male/unsexed; (Ref. 9772); common length : 22.0 cm SL male/unsexed; (Ref. 9772); max. reported age: 5 years (Ref. 72458)","Dorsal spines (total): 11; Dorsal soft rays (total): 27-30; Anal spines: 2; Anal soft rays: 7. Lower part of body with a golden tinge; pectoral, pelvic and anal fins yellow; a faint steel blue blotch on gill cover (Ref. 9772).",Inhabits shallow coastal waters (Ref. 9772).,  Harmless,  Least Concern (LC) ; Date assessed: 04 September 2019
Eupercaria/misc,Sciaenidae,Johnius mannarensis,native,Mannar croaker,,"Maturity: Lm ?  range ? - ? cm
Max length : 16.0 cm SL male/unsexed; (Ref. 10102)",Dorsal soft rays (total): 27-30. Scales small. Head scales all cycloid. Total number of scales above and below the lateral line 19-23 (mean= 20).,,  Harmless,  Data deficient (DD) ; Date assessed: 27 September 2018
Eupercaria/misc,Sciaenidae,Johnius plagiostoma,native,Large-eye croaker,,"Maturity: Lm ?  range ? - ? cm
Max length : 10.0 cm SL male/unsexed; (Ref. 9772); common length : 8.0 cm SL male/unsexed; (Ref. 9772)","Dorsal spines (total): 10 - 12; Dorsal soft rays (total): 28-31; Anal spines: 2; Anal soft rays: 6 - 8. Eye large, about 30 % of head length; mental pores in 3 pairs, the first open at front of chin, separated by symphysis; teeth well differentiated into large and small in both jaws. Gill rakers slender, equal to or slightly shorter than gill filaments at angle of arch, 14 to 17 on lower limb. Second anal spine long , stiff, 40 to 50 % of head length. Swim bladder hammer-shaped, with about 13 pairs of arborescent appendages along its sides, the first entering head beyond transverse septum and sending a palmate branch to the front of pectoral arch. Sagitta (large earstone) with a tadpole-shaped impression, the head of which has its long axis lying obliquely to that of sagitta and the tail expanded and deepened as a hallow cone connected with the head by a narrow groove.","Inhabits shallow coastal waters, estuaries and rivers (Ref. 9772).",  Harmless,  Least Concern (LC) ; Date assessed: 30 June 2016
Eupercaria/misc,Sciaenidae,Kathala axillaris,native,Kathala croaker,,"Maturity: Lm ?  range ? - ? cm
Max length : 27.0 cm TL male/unsexed; (Ref. 3490); common length : 18.0 cm TL male/unsexed; (Ref. 3490)",Found in shallow coastal waters.,,,Not Evaluated
Eupercaria/misc,Sciaenidae,Macrospinosa cuja,native,,Cuja bola,"Maturity: Lm ?  range ? - ? cm
Max length : 152 cm TL male/unsexed; (Ref. 1813)",,,,Not Evaluated
Eupercaria/misc,Sciaenidae,Nibea coibor,native,,,Maturity: Lm ?  range ? - ? cm,,,,Not Evaluated
Eupercaria/misc,Sciaenidae,Nibea maculata,native,Blotched croaker,Cooroowa,"Maturity: Lm 18.0, range 16 - 22 cm
Max length : 30.0 cm TL male/unsexed; (Ref. 3490); common length : 22.0 cm TL male/unsexed; (Ref. 3490)",Found in coastal waters. An important foodfish. Sold fresh and dried salted in markets.,,,Not Evaluated
Eupercaria/misc,Sciaenidae,Nibea soldado,native,Soldier croaker,Goli,"Maturity: Lm ?  range ? - ? cm
Max length : 60.0 cm SL male/unsexed; (Ref. 9772); common length : 40.0 cm SL male/unsexed; (Ref. 9772)","Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 27-33; Anal spines: 2; Anal soft rays: 7. Snout rounded, but not swollen or projecting; upper jaw length 38-44 % of head length, lower jaw length 44-53 % of head length. First pair of mental pores close together, united by a crescent-shaped groove just behind symphysis. Teeth differentiated into large and small in both jaws. Second anal spine long, stiff, 39-59 % of head length. From 8 to 13 scale rows above lateral line to origin of dorsal fin, 12-17 scale rows below lateral line to origin of anal fin (total 21-29 scale rows). Swim bladder carrot-shaped, with 18-22 pairs of arborescent appendages along its sides, the first pair entering head beyond transverse septum. Sagitta (large earstone) with a tadpole-shaped impression, the tail of which is J-shaped.","Inhabits shallow coastal waters and estuaries (Ref. 9772). Juveniles occur in brackish estuaries and often ascend the lower reaches of large, turbid rivers (Ref. 2847). Found in the basin-wide mainstream of the lower Mekong (Ref. 36667). Encountered in medium to large-sized rivers both in the lower and middle Mekong (Ref. 12975). Feeds on small fishes and invertebrates. Marketed fresh as well as dried salted.",  Harmless,  Least Concern (LC) ; Date assessed: 29 June 2016
Eupercaria/misc,Sciaenidae,Otolithes cuvieri,native,Lesser tigertooth croaker,Dhoma,"Maturity: Lm 24.5  range ? - ? cm
Max length : 39.0 cm TL male/unsexed; (Ref. 55968); common length : 20.0 cm TL male/unsexed; (Ref. 3490)","Inhabits inshore and coastal waters (Ref. 3490). Carnivorous feeder. Feeds on Acetes spp., penaeid prawns, deep-sea prawns, fishes, stomatopods, mollusks, isopods, copepods and fish larvae (Ref. 53464).",,,Not Evaluated
Eupercaria/misc,Sciaenidae,Otolithes ruber,native,Tigertooth croaker,Goli,"Maturity: Lm 22.6, range 28 - ? cm
Max length : 90.0 cm TL male/unsexed; (Ref. 5284); common length : 40.0 cm SL male/unsexed; (Ref. 9772); max. published weight: 7.0 kg (Ref. 9987); max. reported age: 5 years (Ref. 3625)",Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 27-30; Anal spines: 2; Anal soft rays: 7 - 8,"Found in coastal waters (Ref. 30573). Adults feed on fishes, prawns and other invertebrates (Ref. 5213, 9772). Generally marketed fresh, may be dried or salted (Ref. 5284).",  Harmless,  Least Concern (LC) ; Date assessed: 30 June 2016
Eupercaria/misc,Sciaenidae,Otolithoides biauritus,native,Bronze croaker,Koth,"Maturity: Lm ?  range ? - ? cm
Max length : 160 cm SL male/unsexed; (Ref. 9772); common length : 100.0 cm SL male/unsexed; (Ref. 9772); max. reported age: 6 years (Ref. 72458)",Dorsal spines (total): 9 - 10; Dorsal soft rays (total): 27-32; Anal spines: 2; Anal soft rays: 6 - 7,Found in coastal and inshore waters. Feeds on small fishes and invertebrates. An important foodfish. Sold fresh and dried salted (swim bladder) in markets.,  Harmless,  Data deficient (DD) ; Date assessed: 27 September 2018
Eupercaria/misc,Sciaenidae,Otolithoides pama,native,Pama croaker,Pama,"Maturity: Lm ?  range ? - ? cm
Max length : 160 cm TL male/unsexed; (Ref. 7050)","Found in coastal waters, estuaries and rivers (Ref. 4833).",,,Not Evaluated
Eupercaria/misc,Sciaenidae,Panna heterolepis,native,Hooghly croaker,Hooghly croaker,"Maturity: Lm ?  range ? - ? cm
Max length : 21.4 cm SL male/unsexed; (Ref. 10086)","Dorsal spines (total): 8 - 10; Dorsal soft rays (total): 32-37; Anal spines: 2; Anal soft rays: 6 - 7; Vertebrae: 25. Spines absent on supraorbital ridge of frontal in juveniles; transition from cycloid to ctenoid scales initiated at around 120 mm SL; all body scales, except on throat, ctenoid over 200 mm SL; scales absent on soft parts of dorsal and anal fins; lateral line scales covered with small, subsidiary scales; cephalic portion of swimbladder appendage terminating on carotid foramen of cranium (Ref 10086).",,  Harmless,  Least Concern (LC) ; Date assessed: 27 September 2018
Eupercaria/misc,Sciaenidae,Paranibea semiluctuosa,native,Half-mourning croaker,Half-mourning croaker,"Maturity: Lm ?  range ? - ? cm
Max length : 40.0 cm TL male/unsexed; (Ref. 3490); common length : 30.0 cm TL male/unsexed; (Ref. 3490)","Coastal throughout its range. Sold fresh, also dried salted in markets.",,,Not Evaluated
Eupercaria/misc,Sciaenidae,Pennahia aneus,native,Donkey croaker,Kallur,"Maturity: Lm 16.6, range 13 - ? cm
Max length : 30.0 cm SL male/unsexed; (Ref. 9772); common length : 20.0 cm SL male/unsexed; (Ref. 9772)","Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 224; Anal spines: 2; Anal soft rays: 7. Mental pores in 2 pairs, both small, the first pair at front of chin, separated by symphysis. Gill rakers slender, as long as gill filaments at angle of arch, 9-12 on lower limb. Dorsal fin with 22-24 soft rays. Second anal spine short, slender, 22-36 % of head length. Caudal fin truncate. Scales cycloid (smooth) on head and flanks. Swim bladder carrot-shaped, with 17-22 pairs of fan-like appendages along its sides, the first not entering head. Sagitta (large earstone) with a tadpole-shaped impression, the tail of which is hockey-stick-shaped. Nape with a diffused dusky blotch.","Occurs in inshore waters. Feeds on small crustaceans, benthic worms and small fishes. Marketed fresh and dried salted (Ref. 9772).",  Harmless,  Least Concern (LC) ; Date assessed: 01 July 2016
Eupercaria/misc,Sciaenidae,Pennahia ovata,native,,,"Maturity: Lm ?  range ? - ? cm
Max length : 18.0 cm SL male/unsexed; (Ref. 10413)","Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 23-26; Anal spines: 2; Anal soft rays: 7; Vertebrae: 25. Teeth weakly differentiated on lower jaw. Dorsal fin soft rays usually 24-25, upper + lower gill rakers 18-19, deep-bodied and a long second anal fin spine.",,  Harmless,  Data deficient (DD) ; Date assessed: 27 September 2018
Eupercaria/misc,Sciaenidae,Protonibea diacanthus,native,Blackspotted croaker,Balde,"Maturity: Lm ?, range 85 - ? cm
Max length : 165.0 cm TL (female); common length : 100.0 cm SL male/unsexed; (Ref. 9772); max. published weight: 0.00 g; max. reported age: 8 years (Ref. 72458)",Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 225; Anal spines: 2; Anal soft rays: 7. 7-8 gill rakers on the lower limb of the first arch.,"Found in coastal waters over muddy bottoms, off the sea-bed. Ascend tidal rivers and estuaries (Ref. 9772). Feed mainly on crustaceans and small fishes. Also caught with bottom trawls (Ref. 9772). Sold fresh and dried salted (swim bladder) in markets. An important food fish. Minimum depth range based on occurrence (Ref. 118911).",  Harmless,  Near Threatened (NT) (A2b); Date assessed: 30 July 2018
Eupercaria/misc,Sciaenidae,Pterotolithus maculatus,native,Blotched tiger-toothed croaker,Burralli,"Maturity: Lm ?  range ? - ? cm
Max length : 45.0 cm SL male/unsexed; (Ref. 9772); common length : 40.0 cm SL male/unsexed; (Ref. 9772)",Dorsal spines (total): 10; Dorsal soft rays (total): 30-34; Anal spines: 2; Anal soft rays: 10 - 12,"Occurs in coastal waters and estuaries (Ref. 9772). Also caught with bottom trawls, and handlines (Ref. 9772). Marketed fresh as well as dried salted; swim bladder dried (Ref. 2113).",  Harmless,  Least Concern (LC) ; Date assessed: 24 January 2020
Eupercaria/misc,Sciaenidae,Umbrina canariensis,native,Canary drum,,"Maturity: Lm ?  range ? - ? cm
Max length : 80.0 cm TL male/unsexed; (Ref. 30573); common length : 40.0 cm TL male/unsexed; (Ref. 3593)","Dorsal spines (total): 11; Dorsal soft rays (total): 25-29; Anal spines: 2; Anal soft rays: 7. Juveniles with narrow oblique dark and light stripes, becoming obscure in adults (Ref. 4373).","Found in mud and sandy bottoms of the shelf and upper slope (Ref. 4780), 14° to 15° C (Ref. 36731). Feed on small shrimps, worms and other bottom invertebrates (Ref. 4780). Sold fresh and dried salted (Ref. 3490).",  Harmless,  Least Concern (LC) ; Date assessed: 26 September 2018
Scombriformes,Scombridae,Acanthocybium solandri,native,Wahoo,Ayakkura,"Maturity: Lm 99.3, range 85 - 105 cm
Max length : 250 cm TL male/unsexed; (Ref. 30573); common length : 170 cm FL male/unsexed; (Ref. 9340); max. published weight: 83.0 kg (Ref. 168)","Dorsal spines (total): 23 - 27; Dorsal soft rays (total): 12-16; Anal spines: 0; Anal soft rays: 12 - 14; Vertebrae: 62 - 64. Mouth large with strong, triangular, compressed and finely serrate teeth. Snout about as long as the rest of head. Posterior part of maxilla completely concealed under preorbital bone. Gill rakers absent. Interpelvic process small and bifid. Swim bladder present. Body covered with small scales. No anterior corselet developed. The back is iridescent bluish green; the sides silvery with 24 to 30 cobalt blue vertical bars which extend to below the lateral line.","An oceanic, epipelagic species frequently solitary or forming small loose aggregations rather than compact schools. Feed on fishes and squids. Eggs and larvae are pelagic (Ref. 6769). An important sport fish in some areas (Ref. 9340). Marketed fresh, salted or spice-cured slices of meat; also frozen (Ref. 9987). Flesh of very good quality (Ref. 9684). Minimum depth from Ref. 005227.",  Reports of ciguatera poisoning (Ref. 30298),  Least Concern (LC) ; Date assessed: 25 September 2010
Scombriformes,Scombridae,Auxis rochei,native,Bullet tuna,Eli-choorai,"Maturity: Lm ?, range 35 - ? cm
Max length : 50.0 cm FL male/unsexed; (Ref. 168); max. reported age: 5 years (Ref. 125574)","Dorsal spines (total): 9 - 12; Dorsal soft rays (total): 10-13; Anal spines: 0; Anal soft rays: 12 - 14. Back bluish, turning to deep purple or almost black on head. Scaleless area with pattern of 15 or more fairly broad, nearly vertical dark bars. Belly white. Pectoral and pelvic fins purple, their inner sides black. Body robust, elongate and rounded. Teeth small and conical, in a single series. Pectoral fins short, not reaching vertical line from anterior margin of scaleless area above corselet. A large, single-pointed flap (interpelvic process) between pelvic fins. Body naked except for corselet, which is well developed in its posterior part 9 more than 6 scales wide under second dorsal-fin origin). A strong central keel on each side of caudal-fin base between 2 smaller keels (Ref 9684).","Adults are principally caught in coastal waters and around islands (Ref. 9340). Form schools. Feed on small fishes, particularly anchovies, crustaceans (especially crab and stomatopod larvae) and squids. Eggs and larvae are pelagic (Ref. 6769). Because of their abundance, they are considered an important element of the food web, particularly as forage for other species of commercial interest. Also caught with encircling nets and troll lines (Ref. 9340). Marketed fresh and frozen (Ref. 9340) and also dried or salted, smoked and canned (Ref. 9987).",  Harmless,  Least Concern (LC) ; Date assessed: 17 September 2010
